url,collection,date_iso,status,char_count,turn_count,speaker_count,page_format,validation_flags,scrape_timestamp
https://avalon.law.yale.edu/imt/05-03-46.asp,sessions,1946-05-03,ok,193051,806,35,F3,,2026-03-07T17:25:51.758449+00:00
https://avalon.law.yale.edu/imt/05-04-46.asp,sessions,1946-05-04,ok,63440,171,4,F2,,2026-03-07T17:25:53.406204+00:00
https://avalon.law.yale.edu/imt/05-06-46.asp,sessions,1946-05-06,ok,165516,487,14,F3,,2026-03-07T17:25:55.253351+00:00
https://avalon.law.yale.edu/imt/05-07-46.asp,sessions,1946-05-07,ok,167192,532,23,F3,,2026-03-07T17:25:57.111639+00:00
https://avalon.law.yale.edu/imt/05-08-46.asp,sessions,1946-05-08,ok,96332,162,4,F3,,2026-03-07T17:25:58.910178+00:00
https://avalon.law.yale.edu/imt/05-09-46.asp,sessions,1946-05-09,ok,163532,512,26,F3,,2026-03-07T17:26:00.712907+00:00
https://avalon.law.yale.edu/imt/05-10-46.asp,sessions,1946-05-10,ok,206401,624,20,F3,,2026-03-07T17:26:02.540626+00:00
https://avalon.law.yale.edu/imt/05-11-46.asp,sessions,1946-05-11,ok,75862,103,14,F3,,2026-03-07T17:26:04.162554+00:00
https://avalon.law.yale.edu/imt/05-13-46.asp,sessions,1946-05-13,ok,150055,507,11,F3,,2026-03-07T17:26:06.002035+00:00
https://avalon.law.yale.edu/imt/05-14-46.asp,sessions,1946-05-14,ok,146768,832,16,F3,,2026-03-07T17:26:07.782085+00:00
https://avalon.law.yale.edu/imt/05-15-46.asp,sessions,1946-05-15,ok,178648,880,18,F3,,2026-03-07T17:26:09.552103+00:00
https://avalon.law.yale.edu/imt/05-16-46.asp,sessions,1946-05-16,ok,168738,331,13,F3,,2026-03-07T17:26:11.248487+00:00
https://avalon.law.yale.edu/imt/05-17-46.asp,sessions,1946-05-17,ok,120157,191,7,F3,,2026-03-07T17:26:12.973423+00:00
https://avalon.law.yale.edu/imt/05-18-46.asp,sessions,1946-05-18,ok,98020,204,13,F3,,2026-03-07T17:26:14.837399+00:00
https://avalon.law.yale.edu/imt/05-20-46.asp,sessions,1946-05-20,ok,222561,653,11,F3,,2026-03-07T17:26:16.863263+00:00
https://avalon.law.yale.edu/imt/05-21-46.asp,sessions,1946-05-21,ok,152101,637,29,F3,,2026-03-07T17:26:18.577912+00:00
https://avalon.law.yale.edu/imt/05-22-46.asp,sessions,1946-05-22,ok,175707,676,15,F3,,2026-03-07T17:26:20.380349+00:00
https://avalon.law.yale.edu/imt/05-23-46.asp,sessions,1946-05-23,ok,163903,449,11,F3,,2026-03-07T17:26:22.100406+00:00
https://avalon.law.yale.edu/imt/05-24-46.asp,sessions,1946-05-24,ok,196348,719,16,F3,,2026-03-07T17:26:23.905467+00:00
https://avalon.law.yale.edu/imt/05-27-46.asp,sessions,1946-05-27,ok,183878,756,11,F3,,2026-03-07T17:26:25.764804+00:00
https://avalon.law.yale.edu/imt/05-28-46.asp,sessions,1946-05-28,ok,163226,892,18,F3,,2026-03-07T17:26:27.526054+00:00
https://avalon.law.yale.edu/imt/05-29-46.asp,sessions,1946-05-29,ok,158050,610,18,F3,,2026-03-07T17:26:29.295462+00:00
https://avalon.law.yale.edu/imt/05-30-46.asp,sessions,1946-05-30,ok,168219,702,12,F3,,2026-03-07T17:26:31.186872+00:00
https://avalon.law.yale.edu/imt/05-31-46.asp,sessions,1946-05-31,ok,202310,897,19,F3,,2026-03-07T17:26:33.025139+00:00
